1	1	17	51	0	106	31
2	1	93	49	0	194	3
2	1	66	28	0	213	7
2	1	67	24	0	171	21
2	1	118	20	0	178	17
2	0	2	34	1	78	13
2	1	56	70	0	76	14
2	1	7	30	0	20	23
2	1	108	63	0	166	13
2	1	59	48	0	222	14
2	0	47	13	1	50	10
2	1	48	20	0	114	13
2	1	24	24	0	209	0
2	1	112	45	0	219	6
2	1	64	7	0	74	3
2	1	88	46	0	84	14
2	0	132	22	1	92	16
2	0	125	28	1	73	13
2	0	90	31	1	117	21
2	1	27	55	0	191	7
2	1	18	44	0	104	7
2	1	94	61	0	174	14
2	1	6	28	0	154	13
2	1	107	30	0	138	27
2	1	22	26	0	30	13
2	1	61	33	0	145	7
2	0	100	31	1	115	10
2	1	102	37	0	129	21
2	1	89	47	0	217	24
2	1	37	52	0	21	6
2	1	16	44	0	188	13
2	1	38	21	0	79	20
2	0	103	45	1	119	10
2	1	126	18	0	15	16
2	1	65	38	0	202	0
2	0	52	19	1	39	13
2	1	53	49	0	185	6
2	1	68	52	0	220	7
2	0	151	45	1	26	42
2	1	40	24	0	96	7
2	1	77	38	0	208	30
2	1	41	33	0	58	24
2	1	116	54	0	201	0
2	1	55	17	0	51	14
2	1	69	33	0	31	23
2	1	1	52	0	180	3
2	1	3	45	0	97	21
2	1	29	55	0	195	6
2	1	120	38	0	207	21
2	1	4	52	0	160	13
2	1	70	35	0	205	17
2	1	57	70	0	153	3
2	1	5	63	0	106	3
2	1	81	55	0	130	0
2	1	127	52	0	155	16
2	1	8	43	0	105	10
2	1	109	48	0	203	21
2	0	190	25	1	28	20
2	1	10	77	0	91	10
2	1	32	61	0	206	7
2	1	19	53	0	139	28
2	1	11	33	0	95	13
2	1	60	28	0	216	7
2	1	12	45	0	150	24
2	0	196	37	1	62	20
2	1	110	31	0	181	0
2	0	122	21	1	45	20
2	1	71	56	0	215	20
2	0	72	34	1	82	21
2	0	85	44	1	42	35
2	1	49	31	0	23	24
2	1	34	59	0	204	41
2	0	123	56	1	99	54
2	1	35	69	0	210	17
2	1	86	38	0	121	22
2	1	87	26	0	131	13
2	1	124	57	0	135	17
2	1	75	45	0	111	10
2	1	63	36	0	170	13
2	1	25	48	0	13	13
2	1	36	26	0	46	11
2	0	101	22	1	9	21
2	1	14	16	0	43	14
2	1	113	40	0	98	34
2	1	83	54	0	158	21
2	1	33	50	0	128	47
2	1	54	45	0	44	34
3	0	56	62	1	61	28
3	1	102	48	0	117	14
3	1	37	38	0	88	10
3	1	114	31	0	83	7
3	1	15	31	0	157	21
3	1	16	68	0	35	55
3	0	38	41	1	34	38
3	1	125	31	0	84	14
3	1	39	51	0	115	14
3	1	27	40	0	72	13
3	1	103	31	0	26	28
3	0	51	26	1	96	7
3	1	91	27	0	186	26
3	0	93	30	1	32	27
3	1	76	47	0	152	14
3	0	66	38	1	12	20
3	1	52	30	0	124	24
3	1	18	56	0	161	7
3	1	104	23	0	87	14
3	1	68	33	0	59	30
3	0	149	21	1	97	17
3	1	40	45	0	42	7
3	1	54	52	0	142	8
3	1	105	31	0	197	3
3	1	41	26	0	182	24
3	0	116	24	1	122	9
3	1	55	35	0	173	10
3	1	106	41	0	213	36
3	1	69	42	0	169	0
3	0	162	9	1	9	7
3	1	2	30	0	90	20
3	1	3	42	0	28	3
3	1	43	34	0	165	13
3	1	79	53	0	202	24
3	1	119	30	0	172	22
3	1	80	62	0	179	0
3	0	4	41	1	78	14
3	1	57	38	0	77	10
3	1	5	51	0	65	14
3	1	7	58	0	164	28
3	1	44	38	0	223	13
3	1	45	27	0	47	14
3	1	46	61	0	94	21
3	1	127	28	0	67	24
3	1	8	52	0	113	17
3	1	121	32	0	109	31
3	0	58	48	1	1	23
3	0	184	39	1	95	36
3	1	82	41	0	136	20
3	1	128	39	0	107	10
3	0	99	37	1	29	21
3	1	10	48	0	75	3
3	1	31	59	0	120	17
3	1	19	44	0	62	26
3	1	60	42	0	11	39
3	1	13	52	0	160	14
3	1	110	45	0	17	40
3	1	111	66	0	193	35
3	1	71	48	0	98	17
3	1	21	45	0	112	7
3	1	85	56	0	201	0
3	1	73	38	0	211	0
3	1	48	45	0	63	24
3	1	33	41	0	86	7
3	1	49	67	0	192	0
3	1	100	45	0	171	3
3	1	74	66	0	207	21
3	1	23	42	0	108	21
3	1	24	20	0	126	19
3	1	50	47	0	81	24
3	0	64	24	1	53	14
3	1	25	59	0	118	14
3	1	36	38	0	225	21
3	1	101	70	0	185	21
3	1	14	54	0	89	10
4	0	69	40	1	66	16
4	0	16	32	1	87	28
4	0	27	38	1	84	10
4	1	112	34	0	115	20
4	0	89	65	1	80	38
4	0	37	48	1	44	43
4	1	15	47	0	106	28
4	1	38	42	0	123	3
4	0	125	66	1	86	14
4	1	90	41	0	150	14
4	1	17	50	0	33	43
4	1	93	44	0	108	21
4	1	52	59	0	202	0
4	1	104	47	0	189	21
4	1	67	13	0	62	10
4	0	94	37	1	76	19
4	1	40	32	0	82	0
4	0	41	28	1	46	27
4	1	116	23	0	120	21
4	1	55	38	0	50	7
4	1	30	63	0	77	7
4	1	95	27	0	176	7
4	1	42	62	0	121	42
4	1	43	23	0	45	20
4	1	119	28	0	122	23
4	1	56	63	0	54	20
4	0	4	30	1	65	24
4	1	96	21	0	78	13
4	1	70	43	0	29	7
4	0	57	45	1	114	10
4	1	5	45	0	18	28
4	0	6	36	1	128	28
4	0	81	41	1	91	21
4	0	127	21	1	74	14
4	1	8	35	0	19	32
4	1	107	38	0	92	14
4	1	58	56	0	167	28
4	1	59	49	0	83	22
4	0	187	23	1	3	21
4	1	9	24	0	53	13
4	0	10	45	1	31	24
4	1	32	45	0	60	38
4	1	20	37	0	161	7
4	1	11	34	0	73	27
4	1	13	37	0	109	28
4	0	110	42	1	98	28
4	1	47	20	0	68	15
4	0	71	45	1	61	20
4	1	72	29	0	170	14
4	1	22	27	0	21	10
4	1	48	28	0	99	19
4	0	49	29	1	39	16
4	1	34	41	0	28	20
4	1	35	59	0	79	45
4	1	100	52	0	105	17
4	0	124	37	1	85	31
4	1	75	58	0	184	21
4	0	23	17	1	126	14
4	0	24	34	1	111	17
4	1	63	49	0	51	0
4	1	64	38	0	146	21
4	1	25	41	0	193	3
4	1	26	56	0	118	6
4	0	88	31	1	97	24
4	0	101	34	1	1	10
4	1	14	23	0	117	17
4	1	113	45	0	139	22
5	0	52	26	1	55	7
5	1	94	27	0	113	24
5	0	34	33	1	72	3
5	1	24	31	0	21	27
5	0	102	27	1	112	20
5	1	37	48	0	95	0
5	0	114	45	1	89	38
5	1	16	51	0	17	41
5	1	39	18	0	43	13
5	0	90	31	1	77	27
5	1	27	35	0	32	24
5	0	103	38	1	20	24
